transaction_number	last_time	receipt_transactions	sent_Variance_BTC	min_sent_transaction_id	total_sent_BTC	label	balance	max_sent_transaction_id	sent_Variance_USD	total_sent_USD	gs_checked	min_received_amount	activity_w	activity_d	total_received_BTC	min_sent_amount	received_Variance_USD	first_time	sent_counters	total_received_USD	max_received_transaction_id	transaction_fee	received_counters	watchback_checked	transaction_fee_Variance	received_Variance_BTC	activity_time	total_output_slots	payment_transactions	total_input_slots	address	max_sent_amount	min_received_transaction_id	max_received_amount	lifetime	flow_ratio	fan_ratio
59	2024/2/2 10:21	30	2470000000000.0	02585baaa396c514f08cb236636435f64c570e14d8af53cfb44b5c280f1c2df9	54876369.0	0	0.0	21ef473dc8d2b9d11d7104583eb846275a6110f33b9ea334ee8b6fb35fd09555	320289.3761	18458.65181	-1	79479.0	26	26	54876369.0	79479.0	319132.9199	2023/4/11 11:11	43	18407.32163	f266b924c3945125caa60823aef48db83caf4ce841eb31a6d392c85ddaa013b5	221487.5767	30	-1	91826919.14	2470000000000.0	29	30	29	30	3ChmHX4oYudivaz4yJunUHkkKJX9oGaP2K	5251384.0	a08696536c17b44b807ac9d8a9477eb9c8ef3cbea5dbea0b339240e40296daf1	5251384.0	25657760.0	1.002788573536329	0.9999996666667778
50	2024/4/4 17:41	25	2460000000000000.0	4274775b896ea13bcf6c91a34144b807cd32031e9d14de53d06aec6912a95480	1333482803.0	0	0.0	6eac11ec47d5f0c2fc4cf38bf4a9f8d9069d7fbf8851e469de8b1ad4000ad57e	212626935.9	453918.7835	-1	71650.0	22	18	1333482803.0	71650.0	199950280.5	2023/3/8 2:55	28	442157.5566	36efb274d659a0ce0bf5df47a99af8cf8517d95d1600fb2010ecb6fbeaabfeaa	90750.96919	396	-1	2974103.067	2460000000000000.0	30	25	25	25	39hePn7CgKkeAs99aNjQkpzjXAr6S7pDWy	194249560.0	36747eb052edc890a3ce7eb73907af6b6d397c362d4d51f14ec6b9562d65ee18	194249560.0	34008412.0	1.0265996288295347	0.99999960000016
2	2023/12/5 21:32	1	0.0	b715326b3101313172a9eeeb826543d099a04801b9b2cef23495088c71063ba3	588405.0	0	0.0	b715326b3101313172a9eeeb826543d099a04801b9b2cef23495088c71063ba3	0.0	259.3465646	-1	588405.0	1	1	588405.0	588405.0	0.0	2023/12/5 9:17	1	259.3465646	0e61c78ba1face2a3dd008da6c61d15cac00d04e9030a0dd7d92e87b9d4421f7	18767.16475	2	-1	0.0	0.0	1	1	1	1	3Cmy5MaVcVXWZHmbR1T4dTy3Y3rJokauas	588405.0	0e61c78ba1face2a3dd008da6c61d15cac00d04e9030a0dd7d92e87b9d4421f7	588405.0	44114.0	0.9999999614415576	0.9999900000999989
2	2016/7/8 16:00	1	0.0	4fbb3401e66b0f1890bdba15383f739b593a79bb9abcf9e33480d16f24a1b776	250000000.0	1	0.0	4fbb3401e66b0f1890bdba15383f739b593a79bb9abcf9e33480d16f24a1b776	0.0	1657.0	1	250000000.0	1	1	250000000.0	250000000.0	0.0	2016/7/8 7:14	1	1657.0	ae52ff04176a9e774aaf0f18a4a2518acd2f55f433539d748fbc727a3374de70	6553.04	2	-1	0.0	0.0	1	1	1	1	1NY5m4hHCc6dt21gBTnpTrWbcvTN7MuRXV	250000000.0	ae52ff04176a9e774aaf0f18a4a2518acd2f55f433539d748fbc727a3374de70	250000000.0	31575.0	0.9999999939649971	0.9999900000999989
2	2019/4/13 13:36	1	0.0	040f48e1bc3d060eff98742667cb9c9e4213838d3c329ab25722cc59aa7358e8	164178948.0	0	0.0	040f48e1bc3d060eff98742667cb9c9e4213838d3c329ab25722cc59aa7358e8	0.0	8293.992095	-1	164178948.0	1	1	164178948.0	164178948.0	0.0	2019/4/13 12:37	1	8293.992095	d2d471b81cac0dcf954d1f7dab166baaf53fcd86054dc53d5a495d8367787de2	17804.0	2	-1	0.0	0.0	1	1	1	1	35mMVpA2PJ4bgbrenhSTV9YT7GeZ2cLZ4o	164178948.0	d2d471b81cac0dcf954d1f7dab166baaf53fcd86054dc53d5a495d8367787de2	164178948.0	3580.0	0.999999998794308	0.9999900000999989
2	2023/1/27 17:39	1	0.0	b62eec4ebe9c2f96e5ebd41f7be00cbbd439f1e9c5e236889e7d1021899d2f6f	73720.0	0	0.0	b62eec4ebe9c2f96e5ebd41f7be00cbbd439f1e9c5e236889e7d1021899d2f6f	0.0	17.01059512	-1	73720.0	1	1	73720.0	73720.0	0.0	2023/1/27 17:13	1	17.01059512	97a0c3cb7de5250b49dfc5c2bd63e6919c0330f59ae3fb01012441f8df32c107	2385.0	2	-1	0.0	0.0	1	1	1	1	bc1qfuslakknuqv3xm693e83lgycz0ys5q73xp3ty4	73720.0	97a0c3cb7de5250b49dfc5c2bd63e6919c0330f59ae3fb01012441f8df32c107	73720.0	1572.0	0.9999994121314363	0.9999900000999989
5	2024/4/25 11:58	5	0.0	fd5ba8d49a31397eff004f3912a56dfae6994fbea378b2c244db7cf5525ec18a	194840.0	0	2015192.0	fd5ba8d49a31397eff004f3912a56dfae6994fbea378b2c244db7cf5525ec18a	0.0	125.6661496	-1	4442.0	2	1	2210032.0	194840.0	76769.61787	2024/4/22 17:03	4	1429.950608	86e3a6cba269b6eec6facd09de9ef6d638dd1a29b253cc2b365d9cdef808f298	16898.0	1	-1	0.0	185000000000.0	2	5	1	1	bc1qcn9ge8x8huy7pq0t4gy553kxkx9azlw9qhjj9t	194840.0	fd5ba8d49a31397eff004f3912a56dfae6994fbea378b2c244db7cf5525ec18a	1173705.0	240907.0	0.08788146109252563	4.999950000499995
6	2022/11/28 10:31	4	68652841011.0	d7297d6c406ace55c1b31d6411d117fed7a35bb45a5cf74d4688437335bdea01	652911.0	1	0.0	d7297d6c406ace55c1b31d6411d117fed7a35bb45a5cf74d4688437335bdea01	1918.177309	108.1220791	-1	45146.0	2	2	652911.0	45146.0	284.1330519	2022/11/17 15:45	6	108.4055148	5fb1ae79289462066702234f2677bb50dc5340b3ac3b82a73693e50538a1a9c7	12544.0	4	-1	74261.33333	10122025884.0	4	4	2	4	bc1qfgea873d6vcz3094q4qcntlf58fxk0qzu39xcj	320204.0	3024c7b65276e2a943bda7e8118377ee1debcf776bd1f3d3f83e756e89e85706	320204.0	931540.0	0.9973853205311911	0.9999975000062501
12	2024/1/26 0:21	6	5340000000000.0	7620dc049a43c12a25e129f819a6bb5c1b98189d242a05967ff9c2ccb16c7ee0	16458794.0	0	0.0	b97c88365db21bfba8c1882db5789b7a5bc0481efb37f75b402401f87cf09ed8	214556.817	3475.66023	-1	581413.0	6	6	16458794.0	581413.0	214377.2082	2020/2/22 7:22	7	3458.536319	0882216cad29dfdc758d296eba75a9726df79d2e26e3884319d768d802458456	48561.16393	10	-1	23941964.05	5340000000000.0	8	6	6	6	1ADYYkvqJRjNkdiTtf6g4MsTTqF3tLJ6QU	7632347.0	0767aae9747225cb2afe6624a64d6d5bbd289193f17f9c44f96e51d3b73fd435	7632347.0	123872384.0	1.0049511988225814	0.9999983333361112
2	2024/1/17 11:05	1	0.0	caf75d90631e4a14043a1d96bc28e960e9550e2e9ed9b935e9db688cba23490b	199970000.0	0	0.0	caf75d90631e4a14043a1d96bc28e960e9550e2e9ed9b935e9db688cba23490b	0.0	85524.56939	-1	199970000.0	1	1	199970000.0	199970000.0	0.0	2024/1/17 10:46	1	85524.56939	4139c2818df980faaf302e471df4d3a818796b9f890a6a34574d2ec938831385	47640.0	2	-1	0.0	0.0	1	1	1	1	3L3zVhkJw9v313b8UwaXfbkXB5goj5DX6m	199970000.0	4139c2818df980faaf302e471df4d3a818796b9f890a6a34574d2ec938831385	199970000.0	1184.0	0.9999999998830745	0.9999900000999989
4	2024/2/20 11:30	2	2500000000000000.0	2b859c70d7821ffd4d65c21770744454c4a2bf0d768e0d070cc86c17dc39e1de	100020800.0	0	0.0	1ee064324886dbb385f75208a9374f7c18bc65efc66f63a8282b4c454a28c511	682584314.4	52274.37081	-1	20800.0	1	1	100020800.0	20800.0	682584314.4	2024/2/20 10:08	2	52274.37081	e824bdce1a06a3b2faf6d447357f74d1506b7e6a96710d724f0a9aa4671d8999	5055.699597	39	-1	93307.46208	2500000000000000.0	1	2	2	2	36MiHcqeHHkxucMEYjWpVzWrcYb7dKLfQC	100000000.0	4bb5391ac1b0bd9ad55fdeb366dc4cc4acfaf915174739d11bcd9076d061c219	100000000.0	4921.0	0.9999999998087016	0.9999950000249999
2	2023/4/17 20:34	1	0.0	69ddaf17d0a5517f31b9fb72787a27196dde5943b0571f61a59e41ea80b84bb3	862199.0	0	0.0	69ddaf17d0a5517f31b9fb72787a27196dde5943b0571f61a59e41ea80b84bb3	0.0	253.7874135	-1	862199.0	1	1	862199.0	862199.0	0.0	2023/4/15 10:45	1	261.2428482	deb1d183c19eb7184db3b0db823f7f6c6e0523555cac78a4373c822753f8cab4	2790.0	2	-1	0.0	0.0	2	1	1	1	3CpiNncq6AYAJ7S6N5tt6TeZ78rzk7kT3F	862199.0	deb1d183c19eb7184db3b0db823f7f6c6e0523555cac78a4373c822753f8cab4	862199.0	208132.0	0.9714616324772702	0.9999900000999989
1	2024/5/21 13:28	1	0.0		0.0	0	30088366.0		0.0	0.0	-1	30088366.0	1	0	30088366.0		0.0	2024/5/21 13:28	1	21484.47739	bfada706cf88a1b39d1bc039af445ed5c85c66a201eaeedfe34de49704e985d8	0.0	0	-1	0.0	0.0	1	1	0	0	bc1qmqql5x8e5rmkae0q5n0rjsen46dh7qukt30n5v		bfada706cf88a1b39d1bc039af445ed5c85c66a201eaeedfe34de49704e985d8	30088366.0	0.0	0.0	99999.99999999999
8	2024/3/17 14:54	4	79800000000000.0	fc42123459c99b8fcb7ac324b1ef635a4fcf199abb8160821f25baaa4b2f5a61	35655165.0	0	0.0	a6e380eb984947d8a87725b4934b29b39ed024cce0943dfc9a6cfcb382ce0dee	29864140.45	21814.721	-1	32253.0	1	2	35655165.0	32253.0	29876922.31	2024/2/29 18:25	4	21810.01484	fe0091df6efe247e596694efb45f7a218a9f57f3eb9491eb8cda3429ef2af83b	17380.30247	64	-1	9966447.823	79800000000000.0	2	4	4	4	3B8tzghyhKqbf1ECsC9Zaq5PUQeMYWFm48	19190000.0	12a21853a11e250dd8babaf0765892e39da08ea1da0a3f23dab68fff7e8fdd02	19190000.0	1456161.0	1.0002157793120439	0.9999975000062501
1	2023/1/28 11:09	1	0.0		0.0	0	13915683.0		0.0	0.0	-1	13915683.0	1	0	13915683.0		0.0	2023/1/28 11:09	1	3204.489566	e2c71a9b79d321a3e58d565c3ab6f9bb7e6e559c2578bb4da07f6fe5d6627e05	0.0	0	-1	0.0	0.0	1	1	0	0	bc1q27jucdhqnzfqjq9znmtcgkysmwr07slanhsdwr		e2c71a9b79d321a3e58d565c3ab6f9bb7e6e559c2578bb4da07f6fe5d6627e05	13915683.0	0.0	0.0	99999.99999999999
2	2024/1/17 3:21	1	0.0	4ffd07c82a08a4b1cd117ad0929bfce3913485c25b6796653f33bfde74ccfddf	114721184.0	0	0.0	4ffd07c82a08a4b1cd117ad0929bfce3913485c25b6796653f33bfde74ccfddf	0.0	49064.75902	-1	114721184.0	1	1	114721184.0	114721184.0	0.0	2024/1/16 20:24	1	49497.02844	b6f6d4d6f31dba454d502207c7d17323b69c9e672bbfc19122ff4d8403aa925a	119803.0	154	-1	0.0	0.0	2	1	1	1	bc1qtrmm7744cma7a9q8ys70kc0cx4nm4p8gpx6zez	114721184.0	b6f6d4d6f31dba454d502207c7d17323b69c9e672bbfc19122ff4d8403aa925a	114721184.0	25024.0	0.9912667599745575	0.9999900000999989
27	2022/7/5 9:42	21	1720000000000000.0	870926d8b72a198c3e7a6c32d342bacf21e0588e8f7efeefa3560dfa7d7090fc	370043541.0	1	0.0	26f17d0785e472f744a3650fcd88ec11d3c039735d1c67dd4226d4887f660092	144149501.8	100876.031	-1	10437.0	13	5	370043541.0	10437.0	47225520.1	2022/4/15 15:05	26	97208.03158	ca6a3bc673a59b8c3b54b4f5c4b32c5ce9a5d48c7286c2868e6b6b0bccf8f2ff	12314.89697	24	-1	99791.68451	734000000000000.0	16	21	6	21	bc1q80epcvyzy3hsxgwdkv69smk7nd2p8tn0ctm868	97276770.0	f1203e41bf3e5de9145606e66ad2bc9f1fad7ce85ce3fdff232be9bea485ee4d	97276770.0	6979053.0	1.0377335015430693	0.9999995238097505
2	2021/6/23 4:30	1	0.0	1aab3d34ec70650f1589dc22eed9cc5703d63d67e74f2fe71c0929b0afbdd1a6	11309414.0	1	0.0	1aab3d34ec70650f1589dc22eed9cc5703d63d67e74f2fe71c0929b0afbdd1a6	0.0	3808.365999	-1	11309414.0	1	1	11309414.0	11309414.0	0.0	2021/6/23 4:20	1	3808.365999	7b771d8069eb7f6d861eaedb77753ed2c575b78eb70efb9927757d9be102ddb9	12971.0	2	-1	0.0	0.0	1	1	1	1	3Qfw1rFvZGTcrGuE1ccYQTdP8NvYhBdryU	11309414.0	7b771d8069eb7f6d861eaedb77753ed2c575b78eb70efb9927757d9be102ddb9	11309414.0	606.0	0.9999999973742019	0.9999900000999989
0		0	0.0		0.0	0	0.0		0.0	0.0	-1		0	0	0.0		0.0		0	0.0		0.0	0	-1	0.0	0.0	0	0	0	0	bc1q9mpuzmsyhkysy8ez0p05rer2428tjclwknmsrm					0.0	0.0
2	2023/11/13 11:39	1	0.0	ea5e0667b57e63a1e3bd5b33a83022bc4b88b969455478367581d1d952c04d17	962623.0	0	0.0	ea5e0667b57e63a1e3bd5b33a83022bc4b88b969455478367581d1d952c04d17	0.0	351.1485058	-1	962623.0	1	1	962623.0	962623.0	0.0	2023/11/11 15:49	1	357.6192576	c78f842f2f75a4d26c1b1b00120c767770c40c1c05fec7f96489a2c9ac794ced	3362.720207	2	-1	0.0	0.0	2	1	1	1	bc1qcgagskvd5fwyfsml0w7ywp0xffqv5cc86xmgw6	962623.0	c78f842f2f75a4d26c1b1b00120c767770c40c1c05fec7f96489a2c9ac794ced	962623.0	157795.0	0.9819060034336919	0.9999900000999989
2	2024/3/17 8:12	1	0.0	d247db74a49441754297589b6f5687ca258e150f2ee9f5518a24ada59cfb7436	6000.0	0	0.0	d247db74a49441754297589b6f5687ca258e150f2ee9f5518a24ada59cfb7436	0.0	4.103472	-1	6000.0	1	1	6000.0	6000.0	0.0	2023/11/3 11:04	1	2.083122	f3cafc369d93cb4a129dd044ed75aa7fd224a4cbc71adc0914b0ab5518f03f67	3019.666667	2	-1	0.0	0.0	2	1	1	1	bc1qmp34tv0dncn0epmjqljaf8nmvt67qr7tna7jtq	6000.0	f3cafc369d93cb4a129dd044ed75aa7fd224a4cbc71adc0914b0ab5518f03f67	6000.0	11653713.0	1.9698569269734227	0.9999900000999989
